"component_family","component_uid","parent_control_point_uid","component_name","component_secondary_name","component_detail_name","component_codeline","territory_assignment","subdivision"
"track","200233","200010","2WABK","MT2","MT2","15","200","1"
"track","200238","200010","1EABK","MAIN","MAIN","15","200","1"
"track","200239","200010","TK","MAIN","MAIN","15","200","1"
"track","200240","200010","TK","MAIN","MAIN","15","200","1"
"track","200241","200010","TK","MAIN","MAIN","15","200","1"
"track","200242","200010","TK","MAIN","MAIN","15","200","1"
"track","200234","200011","1VSTK","MT1","MT1","16","200","1"
"track","200235","200011","2VSTK","MT2","MT2","16","200","1"
"track","200236","200011","1091BK","MT1","MT1","16","200","1"
"track","200237","200011","1093BK","MT2","MT2","16","200","1"
"track","200247","200011","1094BK","MT1","MT1","16","200","1"
"track","200248","200011","1096BK","MT2","MT2","16","200","1"
"track","200272","200012","1102BK","MT1","MT1","17","200","1"
"track","200273","200012","1104BK","MT2","MT2","17","200","1"
"track","200274","200012","1ESTK","MT1","MT1","17","200","1"
"track","200275","200012","2ESTK","MT2","MT2","17","200","1"
"track","200252","200013","TK","MAIN","MAIN","18","200","1"
"track","200253","200013","TK","MAIN","MAIN","18","200","1"
"track","200254","200013","TK","MAIN","MAIN","18","200","1"
"track","200255","200013","TK","MAIN","MAIN","18","200","1"
"track","200258","200013","1WABK","MAIN","MAIN","18","200","1"
"track","200277","200013","2EABK","MT2","MT2","18","200","1"
"track","200279","200013","1EABK","MT1","MT1","18","200","1"
"track","200276","200014","BSTK","MAIN","MAIN","19","200","1"
"track","200278","200014","1121BK","MAIN","MAIN","19","200","1"
"track","200285","200015","1153BK","MT2","MT2","21","200","1"
"track","200286","200015","1155BK","MT1","MT1","21","200","1"
"track","200287","200015","1151BK","MT1","MT1","21","200","1"
"track","200288","200015","1157BK","MT2","MT2","21","200","1"
"track","200290","200015","1PSTK","MT1","MT1","21","200","1"
"track","200291","200015","2PSTK","MT2","MT2","21","200","1"
"track","200283","200016","1EABK","MAIN","MAIN","20","200","1"
"track","200284","200016","1131BK","MAIN","MAIN","20","200","1"
"track","200292","200016","TK","MAIN","MAIN","20","200","1"
"track","200293","200016","TK","MAIN","MAIN","20","200","1"
"track","200294","200016","TK","MAIN","MAIN","20","200","1"
"track","200295","200016","TK","MAIN","MAIN","20","200","1"
"track","200303","200017","1SMSTK","MT1","MT1","22","200","1"
"track","200304","200017","2SMSTK","MT2","MT2","22","200","1"
"track","200305","200017","1152BK","MT1","MT1","22","200","1"
"track","200306","200017","1154BK","MT2","MT2","22","200","1"
"track","200309","200017","1SMSTK","MT1","MT1","22","200","1"
"track","200310","200017","2SMSTK","MT2","MT2","22","200","1"
"track","200311","200017","1163BK","MT2","MT2","22","200","1"
"track","200312","200017","TK","MT1","MT1","22","200","1"
"track","200313","200017","TK","MT1","MT1","22","200","1"
"track","200314","200017","TK","MT1","MT1","22","200","1"
"track","200315","200017","TK","MT1","MT1","22","200","1"
"track","200320","200017","1WABK","MT1","MT1","22","200","1"
"track","200332","200017","1173BK","MT2","MT2","22","200","1"
"track","200321","200019","3EABK","BFT","NOTHING","24","200","1"
"track","200338","200019","1EABK","MAIN","MAIN","24","200","1"
"track","200379","200019","TK","MAIN","MAIN","24","200","1"
"track","200380","200019","TK","MAIN","MAIN","24","200","1"
"track","200381","200019","TK","MAIN","MAIN","24","200","1"
"track","200385","200019","1WABK","MAIN","MAIN","24","200","1"
"track","200407","200019","TK","MAIN","MAIN","24","200","1"
"track","200333","200020","2CSSTK","MT2","MT2","23","200","1"
"track","200334","200020","1CSSTK","MT1","MT1","23","200","1"
"track","200335","200020","2EABK","MT2","MT2","23","200","1"
"track","200336","200020","1EABK","MT1","MT1","23","200","1"
"track","200353","200020","TK","MAIN","MAIN","23","200","1"
"track","200354","200020","TK","MAIN","MAIN","23","200","1"
"track","200355","200020","TK","MAIN","MAIN","23","200","1"
"track","200360","200020","TK","MAIN","MAIN","23","200","1"
"track","200409","200025","NSTK","MAIN","MAIN","25","200","1"
"track","200410","200025","1182BK","MAIN","MAIN","25","200","1"
"track","200100","200026","1WABK","MAIN","MAIN","26","200","1"
"track","200411","200026","1191BK","MAIN","MAIN","26","200","1"
"track","200412","200026","1EABK","MAIN","MAIN","26","200","1"
"track","200416","200026","1WABK","MAIN","MAIN","26","200","1"
"track","200536","200026","1WABK","MAIN","MAIN","26","200","1"
"track","200537","200026","1WABK","MAIN","MAIN","26","200","1"
"track","200425","200027","TK","MAIN","MAIN","27","200","1"
"track","200426","200027","TK","MAIN","MAIN","27","200","1"
"track","200429","200027","TK","MAIN","MAIN","27","200","1"
"track","200431","200027","TK","MAIN","MAIN","27","200","1"
"track","200433","200027","4EATK","EFT","EFT","27","200","1"
"track","200435","200027","TK","MAIN","MAIN","27","200","1"
"track","200436","200027","TK","MAIN","MAIN","27","200","1"
"track","200437","200027","TK","MAIN","MAIN","27","200","1"
"track","200441","200027","TK","MAIN","MAIN","27","200","1"
"track","200444","200027","TK","MAIN","MAIN","27","200","1"
"track","200445","200027","TK","MAIN","MAIN","27","200","1"
"track","200447","200027","TK","MAIN","MAIN","27","200","1"
"track","200448","200027","TK","MAIN","MAIN","27","200","1"
"track","200454","200027","TK","MAIN","MAIN","27","200","1"
"track","200455","200027","2EATK","YARD TRACK 5","YARD TRACK 5","27","200","1"
"track","200456","200027","3EATK","YARD TRACK 3 AND 4","YARD TRACK 3 AND 4","27","200","1"
"track","200458","200027","TK","MAIN","MAIN","27","200","1"
"track","200459","200027","TK","MAIN","MAIN","27","200","1"
"track","200460","200027","TK","MAIN","MAIN","27","200","1"
"track","200461","200027","TK","MAIN","MAIN","27","200","1"
"track","200466","200027","POCKET TRACK","MAIN","MAIN","27","200","1"
"track","200473","200027","2ESTK","MAIN","MAIN","27","200","1"
"track","200132","200028","CTK","MAIN","MAIN","28","200","0"
"track","200138","200028","CTK","MAIN","MAIN","28","200","0"
"track","200467","200028","CTK","MAIN","MAIN","28","200","1"
"track","200468","200028","CTK","MAIN","MAIN","28","200","1"
"track","200470","200028","5WATK","MAIN","MAIN","28","200","1"
"track","200578","200028","SHELF 2","MAIN","MAIN","28","200","1"
"track","200860","200028","SHELF 1","MAIN","MAIN","28","200","1"
"track","200861","200028","SHELF 2","MAIN","MAIN","28","200","1"
